"n.beta.lac.plasmid","n.beta.lac.chrom","strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.plasmids","n.beta.lac","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.tot.cen","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","sulfonamide.resistant.sul","TEM.beta.lactamase","ampC.type.beta.lactamase","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","AAC6.Ib.cr","OXA.beta.lactamase","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.207","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","no.x","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","no.y","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes"
10,-8,"DA63910","circular",41.5009913821664,97166,10,5,2,NA,0,26,26,13,0,13,0,10,10,0,6,6,0,1,1,0,1,1,10,0,1094,1094,0,36,36,0,820,820,0,820,820,0,18552,18552,0,42429,42429,0,10330,10330,0,12,0,34690,34690,0,26,26,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,14,0,11156,11156,0,151.5,151.5,NA,NA,NA,NA,NA,NA,NA,14,1944,23,2,3,5,0,42,2,0,0,16,10,4,1,13,9,40,1,0,0,0,171,947,0
0,2,"DA63912","circular",34.1740971932601,81599,0,0,2,0,21,0,21,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,83,0,83,26,0,26,86,0,86,35,0,35,18965,0,18965,41090,0,41090,31202,0,31202,21,0,18965,0,18965,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1899,1,14,16,15,0,9,6,0,2,3,0,22,2,15,0,0,0,0,0,0,105,25572.5,0
5,0,"DA63914","circular",35.1291716200046,103775,29,4,5,5,66,46,112,43,37,6,32,4,36,9,3,12,7,0,7,NA,NA,NA,13,3194,367,714,84.5,30.5,47,826,236,826,485,236,485,41677,15684.5,20351,52508,10225.5,52295,12482,10086,10086,0,40,0,19871.5,19871.5,0,30,30,1,1,3,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,6,0,182,182,0,31,31,66,0,41677,0,41677,84.5,0,84.5,NA,NA,NA,NA,NA,NA,NA,16,1937,70,19,41,31,2,70,10,3,0,40,0,5,4,21,12,60,5,13,0,0,406,763,5
0,3,"DA63916","circular",43.2550520149204,163842,0,0,3,0,107,0,107,21,21,0,16,0,16,NA,NA,NA,2,0,2,NA,NA,NA,4,101,0,101,36,0,36,1229,0,1229,41,0,41,21492,0,21492,135614,0,135614,22936,0,22936,107,0,21492,0,21492,36,0,36,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1909,33,0,11,9,0,34,9,3,0,4,0,5,0,12,1,0,0,0,0,0,121,4377,0
0,2,"DA63918","circular",63.1335302325763,95256,0,0,2,0,46,0,46,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,146,0,146,29,0,29,94,0,94,35,0,35,411,0,411,41092,0,41092,31247,0,31247,46,0,411,0,411,29,0,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1785,7,8,11,15,0,18,14,0,3,10,0,5,2,15,0,0,0,0,0,0,108,76149.5,0
3,-1,"DA63920","circular",30.1545708428015,119862,6,2,2,3,0,91,91,31,0,31,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,405.5,405.5,0,26,26,0,149,149,0,53,53,0,11104,11104,0,177104,177104,0,37574,37574,0,91,0,11104,11104,0,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1917,33,21,6,3,0,36,9,2,2,11,0,2,5,6,2,0,0,0,0,0,138,50744.5,0
4,0,"DA63922","circular",108.63337919637,91340,3,2,4,4,47,38,85,24,4,20,4,1,5,1,0,1,3,0,3,NA,NA,NA,10,311,64,187.5,33,31,32,1786,127,1786,102,44,102,8540,65772,8625,101604.5,139108.5,131998.5,101576,31070,31070,0,38,0,65772,65772,0,31,31,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,47,0,8540,0,8540,33,0,33,NA,NA,NA,NA,NA,NA,NA,8,1954,29,23,0,9,0,47,0,0,0,0,0,5,2,29,0,28,0,0,0,0,172,1051.5,NA
7,-3,"DA63924","circular",89.009557571104,111381,14,5,4,NA,116,42,158,39,35,4,3,3,6,0,1,1,1,1,2,0,1,1,11,273,1288,414,30,32,30,1199,1201,1201,41,1201,1201,30398.5,299,17565.5,108315,41430,102653,22790,7074,7074,116,0,30398.5,0,30398.5,30,0,30,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,42,0,299,299,0,32,32,NA,NA,NA,NA,NA,NA,NA,13,1986,58,11,0,64,1,44,26,4,0,26,0,11,3,31,86,22,0,0,0,0,387,2342.5,1
1,1,"DA63926","circular",36.1328428716757,99520,2,1,2,2,10,15,25,3,3,0,0,4,4,NA,NA,NA,0,1,1,NA,NA,NA,3,78,0,78,29,37,32,36,820,820,26,0,26,18552,5369,8637,45950,0,45950,42429,0,42429,10,0,18552,0,18552,29,0,29,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,5369,5369,0,37,37,NA,NA,NA,NA,NA,NA,NA,14,1899,11,2,3,26,0,10,1,1,0,9,2,4,1,12,0,4,2,0,0,0,88,8475.5,NA
0,2,"DA63928","circular",50.0160562205479,93990,1,1,2,0,21,0,21,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,142.5,0,142.5,24,0,24,88,0,88,88,0,88,13712,0,13712,116724,0,116724,37573,0,37573,21,0,13712,0,13712,24,0,24,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1966,17,4,19,10,0,20,7,6,2,13,1,8,6,9,0,4,0,0,0,0,126,860.5,0
0,2,"DA63930","circular",87.5255898207444,99110,10,1,2,0,91,0,91,31,31,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11104,0,11104,175657,0,175657,39021,0,39021,91,0,11104,0,11104,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1864,1,10,6,3,0,5,5,0,2,1,0,2,3,6,0,0,0,0,0,0,44,9718,NA
2,0,"DA63932","circular",35.2507458265286,89490,13,5,2,2,10,50,60,43,4,39,0,6,6,0,1,1,0,1,1,NA,NA,NA,4,101,1864,982.5,26,44.5,35.5,36,822,822,26,173,173,24327,77837,77815.5,45997,82670,82664,42429,45782,42429,10,0,24327,0,24327,26,0,26,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,77837,77837,0,44.5,44.5,NA,NA,NA,NA,NA,NA,NA,14,1938,14,3,3,20,0,19,2,0,0,13,2,4,2,12,4,4,1,0,0,0,103,3995,NA
1,1,"DA63934","circular",14.7443931462693,92451,19,4,2,1,10,27,37,6,4,2,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,101,75,88,26,42,32,36,235,235,26,46,46,24327,6638,6783,45997,29964.5,44189.5,42429,29956,29956,10,0,24327,0,24327,26,0,26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0,6638,6638,0,42,42,NA,NA,NA,NA,NA,NA,NA,14,1938,8,3,3,18,0,13,2,0,0,12,1,4,2,12,1,1,1,0,0,0,81,13284.5,NA
3,-1,"DA63936","circular",43.8654824778513,105041,6,4,2,3,0,75,75,23,0,23,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,302.5,302.5,0,28,28,0,190,190,0,41,41,0,29158,29158,0,126297,126297,0,29048,29048,0,75,0,29158,29158,0,28,28,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1997,119,0,4,4,0,32,8,4,0,25,0,10,0,17,0,0,3,0,0,0,226,9981.5,0
3,-1,"DA63938","circular",41.7507162039437,107092,1,1,2,3,0,68,68,28,0,28,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,354,354,0,26,26,0,156,156,0,38,38,0,27313.5,27313.5,0,175499.5,175499.5,0,37574,37574,0,68,0,27313.5,27313.5,0,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1996,1,3,6,6,0,7,5,0,2,3,0,2,4,8,0,0,0,0,0,0,47,61974,NA
17,-13,"DA63940","circular",109.6001644833,150761,21,5,4,NA,0,143,143,61,0,61,0,102,102,0,40,40,0,16,16,0,6,6,17,0,6952,6952,0,177,177,0,824,824,0,820,820,0,13656,13656,0,17719,17719,0,6284,6284,0,8,0,24327,24327,0,26,26,4,1,1,3,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,67,0,11937,11937,0,206,206,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,1886,8,4,9,27,0,39,1,0,0,5,5,4,2,18,0,169,0,15,15,0,321,578.5,NA
0,2,"DA63942","circular",41.4486699069617,119561,11,1,2,0,23,0,23,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,174,0,174,23,0,23,86,0,86,33,0,33,10036,0,10036,88580,0,88580,37573,0,37573,23,0,10036,0,10036,23,0,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1855,2,13,6,17,0,19,5,2,2,11,0,2,3,7,0,0,1,0,0,0,90,34614.5,0
7,-3,"DA63946","circular",34.7944132194683,61934,5,4,4,7,0,129,129,33,0,33,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,340,340,0,30,30,0,262,262,0,41,41,0,17698,17698,0,102735,102735,0,22790,22790,0,117,0,18509,18509,0,29,29,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,6306,6306,0,35,35,NA,NA,NA,NA,NA,NA,NA,10,1849,3,0,0,2,0,44,12,3,1,4,0,12,11,22,0,0,0,0,0,0,114,2886.5,NA
6,-3,"DA63948","linear",26.112348525302,115421,4,4,3,6,0,50,50,14,0,14,0,6,6,0,3,3,0,2,2,0,1,1,6,0,737.5,737.5,0,31.5,31.5,0,822,822,0,822,822,0,10064.5,10064.5,0,31940,31940,0,18810,18810,0,20,0,11868,11868,0,23.5,23.5,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0,9946,9946,0,38,38,NA,NA,NA,NA,NA,NA,NA,14,1864,2,2,6,19,0,45,29,0,2,25,8,20,3,6,16,32,0,0,0,0,215,710.5,1
16,-10,"DA63950","circular",118.440588203195,99536,4,4,6,NA,0,90,90,11,0,11,0,7,7,0,1,1,0,2,2,0,1,1,18,0,69,69,0,39,39,0,821,821,0,820,820,0,1129,1129,0,109603,109603,0,11171,11171,0,29,0,15815,15815,0,45,45,2,2,3,2,4,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,33,0,933,933,0,32,32,0,28,0,3355,3355,0,42,42,NA,NA,NA,NA,NA,NA,NA,13,1914,8,7,15,20,0,34,4,0,0,4,10,9,4,33,0,26,0,5,0,0,179,433.5,1
3,-1,"DA63952","linear",31.7769852004007,92930,4,3,2,3,0,51,51,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,109,109,0,54,54,0,78,78,0,35,35,0,282,282,0,66586,66586,0,31250,31250,0,51,0,282,282,0,54,54,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1855,8,4,2,5,0,42,2,0,0,3,0,2,11,13,0,0,0,0,0,0,92,16339,0
6,-3,"DA63954","circular",21.2791386843675,88955,32,7,3,6,0,115,115,28,0,28,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,174,174,0,29,29,0,139,139,0,37,37,0,17806,17806,0,102632.5,102632.5,0,31047,31047,0,115,0,17806,17806,0,29,29,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1899,36,1,0,14,2,43,36,3,0,17,0,11,1,13,7,7,1,0,0,0,192,2147.5,NA
0,2,"DA63956","circular",50.4515113364853,99665,0,0,2,0,15,0,15,6,6,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,77,0,77,26,0,26,106,0,106,36,0,36,30053,0,30053,60742.5,0,60742.5,42429,0,42429,15,0,30053,0,30053,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1996,1,4,37,4,0,0,1,0,0,2,0,4,2,10,0,0,0,0,0,0,65,1979,0
8,-3,"DA63958","circular",18.7186390371101,84532,25,4,5,NA,41,36,77,26,3,23,1,15,16,1,5,6,1,11,12,1,2,3,13,368.5,3040,717,28,77,38,659,1009,1009,659,646,659,19395,12947.5,15696,10264,50192,31570,9663,10010,9663,37,0,20355,0,20355,28,0,28,1,1,3,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,4,0,143,0,143,26.5,0,26.5,0,36,0,12947.5,12947.5,0,77,77,NA,NA,NA,NA,NA,NA,NA,16,1937,60,19,42,37,2,60,10,3,0,40,0,5,4,21,2,60,5,13,0,0,383,456.5,3
4,-3,"DA63960","circular",41.3811855660057,88888,2,2,1,NA,12,0,12,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,101,0,101,26,0,26,36,0,36,26,0,26,18552,0,18552,45997,0,45997,42429,0,42429,12,0,18552,0,18552,26,0,26,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1898,42,1,3,15,0,12,5,5,0,2,0,4,2,10,5,12,2,0,0,0,120,1056.5,NA
4,-1,"DA63962","linear",34.6006080425318,88338,23,4,3,4,0,37,37,9,0,9,0,1,1,NA,NA,NA,0,1,1,NA,NA,NA,4,0,33,33,0,22,22,0,1331,1331,0,44,44,0,268,268,0,102407,102407,0,34764,34764,0,37,0,268,268,0,22,22,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1716,45,0,2,1,0,52,0,0,0,2,0,6,0,16,0,0,1,0,0,0,125,4626.5,0
5,0,"DA63964","circular",22.780421420247,128732,17,3,5,5,96,44,140,50,45,5,40,2,42,19,2,21,7,0,7,2,0,2,13,6177,288,556,71,28,47,826,227,826,821,227,821,41675,15691.5,20373,86271,10225,54853.5,5971,10092,5971,0,39,0,20349,20349,0,28,28,1,1,3,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,5,0,151,151,0,28,28,96,0,41675,0,41675,71,0,71,NA,NA,NA,NA,NA,NA,NA,16,1936,80,19,42,31,2,70,10,3,0,40,0,5,4,21,12,60,5,13,0,0,417,510.5,0
2,-1,"DA63966","circular",35.2505977136042,97131,3,2,1,2,0,12,12,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,101,101,0,26,26,0,36,36,0,26,26,0,18552,18552,0,45997,45997,0,42429,42429,0,12,0,18552,18552,0,26,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1849,19,2,3,19,0,6,1,0,0,2,0,2,2,14,1,0,2,0,0,0,73,95698.5,NA
0,3,"DA63968","circular",47.4282942458129,98013,0,0,3,0,12,0,12,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,0,22,76,0,76,86,0,86,22,0,22,149,0,149,138377,0,138377,137909,0,137909,12,0,149,0,149,76,0,76,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1973,3,2,29,6,0,44,0,0,2,0,0,4,0,16,0,0,1,0,0,0,107,25390,NA
0,3,"DA63970","circular",61.885150899786,105603,0,0,3,0,129,0,129,24,24,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,130,0,130,27,0,27,134,0,134,37,0,37,17414,0,17414,104949,0,104949,22789,0,22789,129,0,17414,0,17414,27,0,27,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1883,9,0,1,20,0,27,16,3,0,1,0,12,7,15,0,0,0,0,0,0,111,33808,NA
4,-1,"DA63972","circular",34.26208737883,76977,34,5,3,NA,0,118,118,26,0,26,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,344,344,0,26,26,0,144,144,0,38,38,0,543,543,0,159023.5,159023.5,0,87440,87440,0,118,0,543,543,0,26,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1973,1,0,20,2,0,28,10,0,0,4,0,12,3,16,14,2,1,0,0,0,113,24939,0
0,3,"DA63974","circular",63.9536566352641,115297,0,0,3,0,11,0,11,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25.5,0,25.5,76,0,76,96,0,96,31,0,31,167,0,167,58333,0,58333,31350,0,31350,11,0,167,0,167,76,0,76,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1996,2,0,15,2,1,15,9,0,0,2,0,7,2,15,0,0,0,0,0,0,70,29145.5,NA
0,2,"DA63976","circular",76.1743084490628,124001,3,3,2,0,52,0,52,7,7,0,23,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,0,99,78.5,0,78.5,295,0,295,35,0,35,427,0,427,41186,0,41186,31250,0,31250,52,0,427,0,427,78.5,0,78.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1949,21,4,2,22,0,18,2,0,0,5,0,2,3,12,1,0,1,0,0,0,93,16339,0
0,1,"DA63978","circular",125.276604004506,94956,0,0,1,0,10,0,10,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,101,0,101,26,0,26,36,0,36,26,0,26,24327,0,24327,45997,0,45997,42429,0,42429,10,0,24327,0,24327,26,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1855,8,3,3,18,0,17,1,0,0,4,0,4,2,12,0,0,1,0,0,0,73,52300.5,0
2,0,"DA63980","linear",11.1247870876712,77972,0,0,2,4,19,66,85,31,9,22,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,243,551,397,23,26,26,48,112,112,35,42,42,31214,539.5,3585,88393,174081,173840,31214,74727,31214,19,66,31214,539.5,3585,23,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1774,1,3,2,13,0,17,6,0,4,1,0,10,3,12,0,0,0,0,0,0,72,92936,NA
0,2,"DA63982","linear",24.2312709258227,90929,29,6,2,0,81,0,81,26,26,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,318.5,0,318.5,26,0,26,122,0,122,37,0,37,3305,0,3305,176421,0,176421,37471,0,37471,81,0,3305,0,3305,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1766,1,7,9,12,0,4,1,0,6,2,0,0,2,10,0,0,0,0,0,0,54,92631,NA
0,3,"DA63984","linear",20.2454098635412,80185,74,9,3,0,115,0,115,28,28,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,174,0,174,29,0,29,139,0,139,37,0,37,17806,0,17806,102632.5,0,102632.5,31047,0,31047,115,0,17806,0,17806,29,0,29,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1899,36,1,0,15,2,47,32,3,0,17,0,11,0,13,7,7,1,0,0,0,192,2147.5,NA
0,2,"DA63986","circular",37.4816914885739,93210,14,3,2,0,37,0,37,8,8,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,109,0,109,35,0,35,160,0,160,35,0,35,283,0,283,66641,0,66641,31250,0,31250,37,0,283,0,283,35,0,35,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1885,8,0,2,9,0,34,2,0,0,6,0,2,8,13,0,0,0,0,0,0,84,16339,0
5,-2,"DA63988","linear",10.4867477909737,84417,2,2,3,NA,12,31,43,7,6,1,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,178,20,99,29,43,34,35,138,138,35,20,35,34409.5,3190,3585,41138,138581,41185,31249,138581,31249,12,20,34409.5,152,3389.5,29,56.5,32.5,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0,6296,6296,0,43,43,NA,NA,NA,NA,NA,NA,NA,11,1766,9,7,3,15,0,11,2,0,1,3,4,0,1,16,0,0,0,0,0,0,72,15671.5,0
0,3,"DA63990","circular",29.0316086622675,101097,17,1,3,0,15,0,15,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96,0,96,28,0,28,86,0,86,36,0,36,3287,0,3287,147460.5,0,147460.5,75498,0,75498,15,0,3287,0,3287,28,0,28,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1899,2,16,6,2,0,4,0,0,0,0,0,3,0,17,0,0,0,0,0,0,50,98821,NA
